,state,account_length,area_code,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,churn
2417,IA,Igual ou superior à média,510,no,no,Inferior à média,2,4,3,1,2,3,3,1,no
2418,GA,Igual ou superior à média,408,no,no,Inferior à média,1,2,2,1,1,2,2,1,no
2419,AK,Igual ou superior à média,415,no,no,Inferior à média,3,3,1,1,3,1,2,1,no
2420,CA,Inferior à média,510,no,no,Inferior à média,3,3,3,1,2,1,2,1,yes
2421,MN,Inferior à média,415,yes,no,Inferior à média,2,2,2,2,1,2,2,0,yes
2422,CO,Igual ou superior à média,415,no,no,Inferior à média,2,1,1,3,2,2,2,0,yes
2423,KY,Inferior à média,408,no,yes,Igual ou superior à média,1,2,1,1,2,1,4,2,no
2424,SC,Inferior à média,408,no,no,Inferior à média,1,3,3,1,0,1,0,0,no
2425,MT,Inferior à média,415,no,yes,Igual ou superior à média,1,2,2,3,1,3,1,0,no
2426,KY,Inferior à média,415,no,yes,Igual ou superior à média,1,1,2,2,2,2,2,2,no
2427,WV,Inferior à média,415,no,no,Inferior à média,1,3,3,3,3,2,3,2,no
2428,ID,Inferior à média,415,no,no,Inferior à média,2,2,2,2,2,1,2,0,no
2430,MA,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,1,2,1,3,2,2,1,no
2431,MD,Igual ou superior à média,415,no,yes,Igual ou superior à média,1,2,3,1,2,3,4,0,no
2432,SD,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,2,2,1,2,1,2,1,no
2433,PA,Inferior à média,510,no,no,Inferior à média,1,1,3,3,2,3,3,0,yes
2434,KY,Inferior à média,415,no,no,Inferior à média,3,3,2,1,1,4,3,0,no
2435,ID,Inferior à média,415,no,no,Inferior à média,0,0,3,3,2,3,2,1,no
2436,NY,Igual ou superior à média,415,no,yes,Igual ou superior à média,4,1,4,2,2,2,2,2,no
2437,NM,Inferior à média,510,no,no,Inferior à média,2,2,2,2,1,3,3,0,no
2438,CA,Igual ou superior à média,415,no,yes,Igual ou superior à média,1,2,3,3,4,2,1,1,yes
2439,ID,Inferior à média,415,no,no,Inferior à média,2,3,3,3,2,1,2,1,no
2440,WY,Igual ou superior à média,415,no,no,Inferior à média,2,3,1,2,2,2,3,1,no
2441,NM,Igual ou superior à média,510,no,no,Inferior à média,2,3,2,4,2,3,1,2,no
2442,HI,Igual ou superior à média,408,no,yes,Igual ou superior à média,2,2,1,2,2,2,3,1,no
2443,ID,Inferior à média,510,no,yes,Igual ou superior à média,3,3,1,3,3,1,0,0,no
2444,NC,Inferior à média,415,no,no,Inferior à média,1,1,1,2,2,3,2,1,no
2445,TX,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,1,3,3,1,4,2,1,no
2446,GA,Igual ou superior à média,408,no,no,Inferior à média,2,1,2,3,1,2,2,1,no
2447,AL,Igual ou superior à média,408,no,no,Inferior à média,2,2,1,4,2,2,2,2,no
2448,ME,Inferior à média,415,no,no,Inferior à média,2,3,1,2,2,2,3,1,no
2449,VA,Igual ou superior à média,415,no,no,Inferior à média,3,3,0,2,1,1,3,0,no
2450,ID,Igual ou superior à média,415,no,no,Inferior à média,3,3,2,2,2,2,1,2,no
2451,NY,Igual ou superior à média,510,no,no,Inferior à média,1,3,2,1,3,2,3,2,no
2452,NC,Igual ou superior à média,415,no,no,Inferior à média,4,3,2,3,2,2,2,1,yes
2453,OH,Igual ou superior à média,415,no,no,Inferior à média,2,2,2,1,0,2,3,2,no
2454,HI,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,2,2,0,1,1,2,3,no
2455,DC,Inferior à média,415,no,no,Inferior à média,1,2,3,3,2,2,2,1,no
2456,TN,Igual ou superior à média,408,no,no,Inferior à média,1,4,3,3,1,2,1,2,no
2457,VT,Igual ou superior à média,415,no,no,Inferior à média,3,1,2,4,2,1,2,2,no
2458,MD,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,3,2,2,2,1,3,0,no
2459,LA,Igual ou superior à média,408,no,yes,Igual ou superior à média,3,3,3,2,4,2,2,1,no
2460,HI,Igual ou superior à média,415,no,no,Inferior à média,3,2,2,1,2,2,3,2,no
2461,FL,Igual ou superior à média,415,no,no,Inferior à média,1,2,1,1,3,2,2,1,no
2462,WY,Inferior à média,408,no,no,Inferior à média,3,2,2,3,2,2,2,1,no
2463,NE,Inferior à média,415,no,no,Inferior à média,2,2,1,2,1,2,2,1,no
2464,WY,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,1,2,2,2,2,2,1,no
2465,OR,Igual ou superior à média,408,no,yes,Igual ou superior à média,1,2,1,2,2,1,2,0,no
2466,IN,Inferior à média,415,no,no,Inferior à média,2,2,2,1,2,1,1,1,no
2467,MD,Inferior à média,408,no,yes,Igual ou superior à média,1,2,1,2,3,1,2,0,no
2468,TN,Inferior à média,510,yes,no,Inferior à média,2,2,3,1,2,2,1,2,no
2469,WV,Igual ou superior à média,510,yes,yes,Igual ou superior à média,2,3,3,2,2,1,0,0,yes
2470,WA,Inferior à média,510,no,no,Inferior à média,2,4,1,2,2,2,1,0,no
2471,MS,Igual ou superior à média,415,no,no,Inferior à média,3,3,1,2,2,2,1,1,no
2472,OH,Inferior à média,415,no,yes,Igual ou superior à média,2,1,2,2,2,3,1,0,no
2473,IN,Igual ou superior à média,415,no,no,Inferior à média,1,3,2,2,1,2,2,2,yes
2474,CO,Inferior à média,408,no,yes,Igual ou superior à média,1,1,3,2,3,1,1,2,no
2475,TX,Inferior à média,510,no,yes,Igual ou superior à média,2,3,1,2,2,1,2,0,no
2476,AK,Inferior à média,408,no,no,Inferior à média,2,1,1,1,2,2,1,0,no
2477,WV,Inferior à média,408,no,no,Inferior à média,2,3,2,1,3,1,2,0,no
2478,MA,Inferior à média,415,no,no,Inferior à média,2,2,3,2,2,2,2,2,no
2479,TN,Igual ou superior à média,415,no,yes,Igual ou superior à média,4,1,1,2,3,1,3,2,no
2480,ID,Igual ou superior à média,510,yes,yes,Igual ou superior à média,2,2,3,1,2,3,2,0,yes
2481,DE,Igual ou superior à média,415,yes,no,Inferior à média,2,2,4,3,3,0,2,2,no
2482,VA,Inferior à média,415,no,no,Inferior à média,2,3,2,3,1,2,2,1,no
2483,MT,Igual ou superior à média,408,no,no,Inferior à média,3,1,1,2,3,1,2,2,no
2484,ID,Inferior à média,510,no,yes,Igual ou superior à média,2,3,3,1,1,3,3,0,no
2485,IN,Igual ou superior à média,415,no,yes,Igual ou superior à média,1,3,3,1,3,3,3,0,no
2486,MD,Inferior à média,415,no,yes,Igual ou superior à média,3,2,3,0,3,2,3,1,no
2487,MS,Inferior à média,408,no,no,Inferior à média,2,2,1,1,1,2,1,0,no
2488,WA,Igual ou superior à média,510,no,no,Inferior à média,2,3,1,2,2,2,2,0,no
2489,OH,Inferior à média,415,no,no,Inferior à média,2,3,2,2,2,2,1,0,no
2490,RI,Igual ou superior à média,408,no,no,Inferior à média,2,1,2,2,1,2,2,2,yes
2491,AR,Igual ou superior à média,510,no,no,Inferior à média,2,3,3,1,3,1,2,3,no
2492,AZ,Igual ou superior à média,415,no,no,Inferior à média,1,2,3,2,2,2,2,4,no
2493,SC,Inferior à média,415,no,no,Inferior à média,2,0,1,1,2,1,1,2,no
2494,KY,Inferior à média,415,no,no,Inferior à média,1,2,1,1,3,1,2,0,yes
2495,AL,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,3,1,2,1,2,1,1,no
2496,NE,Igual ou superior à média,408,no,no,Inferior à média,2,2,1,1,3,2,1,0,no
2497,MT,Igual ou superior à média,408,no,yes,Igual ou superior à média,1,3,1,2,2,3,1,0,no
2498,MN,Inferior à média,408,no,yes,Igual ou superior à média,0,0,2,1,1,3,0,1,no
2499,NV,Inferior à média,415,no,no,Inferior à média,1,0,1,4,2,3,2,1,no
2500,CA,Igual ou superior à média,415,no,no,Inferior à média,3,2,2,2,1,1,3,0,no
2501,UT,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,2,3,2,1,2,2,0,no
2502,IL,Igual ou superior à média,415,no,no,Inferior à média,1,1,3,1,2,3,3,1,no
2503,DC,Igual ou superior à média,408,no,no,Inferior à média,2,3,3,2,3,2,4,1,no
2504,IN,Igual ou superior à média,415,no,no,Inferior à média,2,3,2,1,4,2,2,1,no
2505,NM,Inferior à média,415,no,no,Inferior à média,2,2,1,2,1,1,3,0,no
2506,MS,Inferior à média,510,no,no,Inferior à média,2,2,2,3,3,0,3,3,no
2507,VT,Igual ou superior à média,415,no,no,Inferior à média,3,2,2,3,2,3,3,1,no
2508,VT,Inferior à média,408,no,no,Inferior à média,1,3,1,1,2,2,3,0,no
2509,UT,Igual ou superior à média,510,no,yes,Igual ou superior à média,2,2,1,2,1,4,2,0,no
2510,KY,Igual ou superior à média,408,no,no,Inferior à média,0,2,1,3,1,2,2,0,no
2511,VA,Igual ou superior à média,408,no,no,Inferior à média,2,3,3,2,3,2,2,0,no
2512,OH,Igual ou superior à média,408,no,no,Inferior à média,2,3,1,3,1,2,1,2,no
2513,AZ,Inferior à média,408,no,yes,Igual ou superior à média,1,2,2,2,2,1,2,0,no
2515,VA,Inferior à média,408,no,no,Inferior à média,2,3,2,2,1,1,2,1,no
2516,MD,Igual ou superior à média,510,no,no,Inferior à média,1,1,2,1,2,1,3,0,yes
2517,MA,Igual ou superior à média,510,no,yes,Igual ou superior à média,1,3,1,2,3,0,3,0,no
2518,IL,Igual ou superior à média,415,yes,no,Inferior à média,2,1,2,2,3,3,3,1,no
2519,LA,Inferior à média,415,no,no,Inferior à média,1,3,3,1,2,2,1,1,no
2520,MO,Inferior à média,415,no,no,Inferior à média,1,2,1,1,2,1,1,1,no
2521,DC,Igual ou superior à média,408,no,yes,Igual ou superior à média,1,2,3,1,2,3,1,3,no
2522,PA,Igual ou superior à média,415,no,no,Inferior à média,3,1,1,3,2,3,3,1,no
2523,TN,Igual ou superior à média,415,no,no,Inferior à média,1,4,2,4,2,0,1,3,no
2524,NJ,Inferior à média,510,no,no,Inferior à média,1,3,1,1,2,2,1,4,no
2525,VA,Igual ou superior à média,415,no,no,Inferior à média,3,3,2,1,3,2,2,1,no
2526,TN,Inferior à média,510,no,no,Inferior à média,2,0,3,3,2,2,2,0,no
2527,NJ,Inferior à média,510,yes,no,Inferior à média,1,0,1,2,3,1,1,0,yes
2528,WA,Igual ou superior à média,408,no,no,Inferior à média,2,2,2,1,2,2,3,3,no
2529,AR,Igual ou superior à média,510,no,no,Inferior à média,2,2,3,1,4,1,2,3,no
2530,WI,Igual ou superior à média,415,no,no,Inferior à média,3,2,1,3,2,3,2,1,no
2531,WA,Inferior à média,510,no,no,Inferior à média,3,3,2,2,2,2,2,3,no
2532,RI,Igual ou superior à média,415,no,no,Inferior à média,1,3,2,3,2,1,2,1,no
2533,ME,Igual ou superior à média,415,no,no,Inferior à média,2,2,3,1,2,2,1,3,no
2534,CO,Inferior à média,415,no,no,Inferior à média,2,0,3,1,3,3,3,2,yes
2535,CO,Inferior à média,408,no,no,Inferior à média,1,2,2,3,1,2,4,0,no
2536,RI,Igual ou superior à média,408,no,no,Inferior à média,1,2,1,2,1,0,2,1,yes
2537,CT,Igual ou superior à média,408,no,no,Inferior à média,4,2,3,0,2,0,2,0,yes
2538,NC,Igual ou superior à média,415,no,no,Inferior à média,3,1,1,0,2,1,1,3,no
2539,WY,Inferior à média,408,no,no,Inferior à média,1,1,2,2,2,2,3,2,no
2540,OR,Igual ou superior à média,415,yes,yes,Igual ou superior à média,3,3,4,2,2,3,2,0,yes
2541,FL,Inferior à média,415,no,yes,Igual ou superior à média,0,1,2,2,2,2,3,0,no
2542,KY,Inferior à média,408,no,no,Inferior à média,1,3,3,1,2,1,3,0,no
2543,SC,Inferior à média,510,no,no,Inferior à média,3,3,3,2,2,3,2,0,yes
2544,WA,Igual ou superior à média,408,no,yes,Igual ou superior à média,3,3,3,1,2,1,1,0,no
2545,MT,Igual ou superior à média,415,no,no,Inferior à média,1,3,3,1,3,0,3,1,no
2546,PA,Igual ou superior à média,510,no,no,Inferior à média,2,3,1,3,3,3,1,1,no
2547,MA,Inferior à média,408,no,no,Inferior à média,2,1,3,2,2,1,3,1,no
2548,VT,Inferior à média,415,no,no,Inferior à média,1,3,2,2,3,2,3,1,no
2549,MN,Igual ou superior à média,408,no,yes,Igual ou superior à média,2,2,3,2,1,1,3,2,no
2550,IL,Inferior à média,408,yes,no,Inferior à média,1,3,4,2,3,3,1,1,no
2551,AR,Inferior à média,408,no,no,Inferior à média,2,3,2,1,2,2,1,1,no
2553,MT,Inferior à média,408,no,no,Inferior à média,3,2,2,4,1,3,2,0,no
2555,CO,Igual ou superior à média,415,no,no,Inferior à média,2,2,1,1,2,2,1,1,no
2556,NC,Igual ou superior à média,408,no,no,Inferior à média,2,2,2,2,3,3,2,1,no
2557,WA,Igual ou superior à média,510,no,no,Inferior à média,1,1,1,1,2,3,2,1,no
2558,TN,Igual ou superior à média,415,no,no,Inferior à média,2,3,3,4,3,1,4,2,no
2559,AR,Inferior à média,408,no,no,Inferior à média,1,3,1,3,1,1,2,1,no
2560,DC,Igual ou superior à média,510,no,yes,Igual ou superior à média,3,1,2,2,2,1,2,0,no
2561,MN,Inferior à média,415,no,no,Inferior à média,2,1,3,2,2,3,2,2,no
2562,IA,Igual ou superior à média,510,no,yes,Igual ou superior à média,1,3,2,3,2,2,1,2,no
2563,KS,Igual ou superior à média,510,no,no,Inferior à média,2,1,0,2,2,3,1,4,no
2564,ND,Igual ou superior à média,415,no,no,Inferior à média,1,2,2,2,3,2,3,1,no
2565,MT,Inferior à média,510,no,no,Inferior à média,2,0,2,2,1,2,2,3,no
2566,IL,Igual ou superior à média,510,no,no,Inferior à média,1,1,2,3,2,2,3,0,no
2567,DC,Igual ou superior à média,408,no,no,Inferior à média,2,2,2,2,2,2,3,3,no
2568,KY,Inferior à média,415,no,no,Inferior à média,3,3,4,2,0,2,2,0,yes
2569,MS,Igual ou superior à média,510,yes,no,Inferior à média,3,1,3,2,1,1,3,3,no
2570,TN,Igual ou superior à média,415,no,no,Inferior à média,2,2,2,1,3,3,3,1,no
2571,IA,Inferior à média,415,no,yes,Igual ou superior à média,1,2,1,2,1,2,1,2,no
2572,AK,Igual ou superior à média,510,no,no,Inferior à média,2,0,2,0,2,2,1,0,no
2573,MN,Igual ou superior à média,415,no,no,Inferior à média,4,0,1,2,1,0,2,2,yes
2574,WV,Igual ou superior à média,415,no,no,Inferior à média,4,2,2,2,1,2,3,1,yes
2575,OR,Inferior à média,415,no,no,Inferior à média,2,3,2,4,1,3,3,0,no
2576,MS,Igual ou superior à média,415,no,no,Inferior à média,1,2,2,2,3,3,4,0,yes
2577,ME,Inferior à média,415,no,yes,Igual ou superior à média,2,2,3,1,2,2,2,4,no
2578,MN,Igual ou superior à média,510,no,no,Inferior à média,2,2,2,1,2,1,1,1,no
2579,GA,Igual ou superior à média,510,no,no,Inferior à média,2,2,1,4,2,3,2,1,no
2580,DC,Inferior à média,415,no,no,Inferior à média,2,2,2,2,2,2,1,0,no
2581,GA,Igual ou superior à média,510,no,no,Inferior à média,0,2,4,3,2,2,2,1,no
2582,NY,Igual ou superior à média,415,no,no,Inferior à média,1,2,2,3,1,2,3,1,yes
2583,OK,Igual ou superior à média,510,no,no,Inferior à média,2,2,1,3,3,2,1,1,no
2584,OK,Inferior à média,415,no,no,Inferior à média,1,1,3,3,3,3,3,2,no
2585,GA,Inferior à média,510,no,no,Inferior à média,3,1,2,3,2,3,2,1,no
2586,NJ,Inferior à média,510,no,no,Inferior à média,2,3,2,3,2,2,2,0,no
2587,MN,Inferior à média,415,no,no,Inferior à média,2,2,2,0,2,3,2,0,no
2588,ME,Igual ou superior à média,510,no,no,Inferior à média,3,3,2,3,2,3,2,2,no
2589,MI,Inferior à média,510,no,yes,Igual ou superior à média,2,2,2,2,3,3,3,3,no
2590,MT,Igual ou superior à média,415,no,no,Inferior à média,2,3,2,2,2,0,3,1,no
2591,NE,Igual ou superior à média,510,no,yes,Igual ou superior à média,2,2,2,2,3,2,2,2,no
2592,ND,Igual ou superior à média,408,no,no,Inferior à média,3,4,3,4,3,2,2,1,yes
2593,VA,Igual ou superior à média,415,no,no,Inferior à média,2,2,2,0,2,3,3,0,no
2594,VT,Inferior à média,408,no,no,Inferior à média,2,3,2,1,2,2,3,3,no
2596,AL,Inferior à média,408,no,no,Inferior à média,3,1,3,1,1,1,1,1,yes
2597,DC,Inferior à média,408,no,no,Inferior à média,1,2,1,3,2,3,1,1,no
2598,ND,Igual ou superior à média,415,no,no,Inferior à média,2,1,3,2,2,2,3,0,no
2599,TN,Igual ou superior à média,415,no,no,Inferior à média,1,1,2,3,2,2,2,3,no
2600,DE,Inferior à média,510,no,no,Inferior à média,3,2,3,3,3,2,2,1,yes
2601,NY,Igual ou superior à média,408,no,no,Inferior à média,2,3,2,2,4,2,2,1,no
2602,AL,Inferior à média,408,no,yes,Igual ou superior à média,2,2,3,2,1,2,2,1,no
2603,OK,Inferior à média,510,yes,no,Inferior à média,2,3,1,2,1,3,2,0,yes
2604,MS,Inferior à média,415,no,yes,Igual ou superior à média,4,2,2,2,3,3,1,1,no
2605,MD,Igual ou superior à média,415,no,no,Inferior à média,2,1,1,1,0,2,4,1,no
2606,NE,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,3,3,2,3,2,3,3,no
2607,AR,Igual ou superior à média,415,no,no,Inferior à média,3,1,4,3,2,3,4,0,yes
2608,IL,Inferior à média,415,no,no,Inferior à média,2,2,3,2,0,2,2,0,no
2609,IN,Inferior à média,408,no,yes,Igual ou superior à média,2,3,3,2,2,2,1,0,no
2610,UT,Igual ou superior à média,415,no,yes,Igual ou superior à média,3,2,1,2,4,1,2,2,no
2611,LA,Inferior à média,415,no,yes,Igual ou superior à média,2,2,1,2,1,3,1,1,no
2612,ID,Igual ou superior à média,510,no,no,Inferior à média,2,3,2,2,1,0,2,0,no
2613,KY,Inferior à média,510,no,no,Inferior à média,3,2,2,2,3,1,1,3,no
2614,MI,Inferior à média,415,no,no,Inferior à média,3,1,1,3,1,4,1,3,no
2615,NH,Igual ou superior à média,415,yes,no,Inferior à média,4,1,3,4,0,1,3,0,yes
2616,WV,Inferior à média,415,no,no,Inferior à média,2,2,3,2,1,2,2,1,no
2617,OR,Igual ou superior à média,415,no,yes,Igual ou superior à média,1,4,2,2,3,3,4,0,no
2618,SD,Inferior à média,415,no,no,Inferior à média,2,2,2,2,2,2,2,0,no
2619,MD,Igual ou superior à média,510,yes,yes,Igual ou superior à média,2,4,2,0,4,3,1,1,no
2620,ND,Igual ou superior à média,408,yes,yes,Igual ou superior à média,2,2,2,1,2,1,2,0,yes
2621,TN,Igual ou superior à média,415,no,no,Inferior à média,2,3,2,2,4,3,2,2,no
2623,IL,Inferior à média,510,no,yes,Igual ou superior à média,1,2,2,2,3,3,2,0,no
2624,UT,Igual ou superior à média,415,no,no,Inferior à média,3,1,1,3,2,2,2,2,no
2625,MI,Igual ou superior à média,415,no,no,Inferior à média,3,2,2,1,2,2,2,0,yes
2626,AR,Inferior à média,408,no,no,Inferior à média,2,3,2,2,3,2,3,1,no
2627,TX,Inferior à média,408,no,yes,Igual ou superior à média,2,0,3,3,1,2,3,2,no
2628,AK,Inferior à média,408,no,no,Inferior à média,2,1,4,1,3,2,3,0,no
2629,TN,Inferior à média,415,no,no,Inferior à média,3,3,2,2,1,2,1,0,no
2630,NH,Igual ou superior à média,415,no,yes,Igual ou superior à média,4,2,3,2,2,2,1,0,yes
2631,NM,Igual ou superior à média,408,no,no,Inferior à média,2,4,3,1,2,2,2,0,no
2632,MN,Igual ou superior à média,408,no,yes,Igual ou superior à média,3,2,1,2,1,2,3,0,no
2633,IA,Inferior à média,415,no,yes,Igual ou superior à média,2,2,2,2,1,1,2,0,no
2634,RI,Inferior à média,415,no,no,Inferior à média,2,3,2,2,3,1,2,0,no
2635,AL,Igual ou superior à média,415,no,no,Inferior à média,1,2,2,2,3,1,3,2,no
2636,NC,Inferior à média,510,no,no,Inferior à média,2,2,3,1,1,3,2,1,no
2637,SD,Igual ou superior à média,408,no,no,Inferior à média,2,2,1,1,3,0,1,2,no
2638,MT,Igual ou superior à média,510,no,no,Inferior à média,2,1,3,2,2,1,1,3,no
2639,HI,Igual ou superior à média,510,no,no,Inferior à média,1,3,3,2,3,2,2,3,no
2640,MT,Inferior à média,415,no,yes,Igual ou superior à média,2,2,4,2,3,0,3,1,no
2641,KY,Igual ou superior à média,415,no,yes,Igual ou superior à média,4,2,2,3,4,2,2,0,no
2642,DC,Inferior à média,415,yes,yes,Igual ou superior à média,1,4,3,2,4,1,2,1,no
2643,CO,Inferior à média,408,yes,yes,Igual ou superior à média,2,2,1,2,2,3,2,1,no
2644,MI,Inferior à média,415,no,no,Inferior à média,1,3,1,3,1,1,2,2,no
2645,AL,Inferior à média,415,no,no,Inferior à média,2,1,2,1,2,3,3,0,no
2646,KS,Inferior à média,408,yes,no,Inferior à média,3,2,2,2,1,2,3,0,yes
2647,NC,Igual ou superior à média,415,no,no,Inferior à média,3,3,2,3,1,3,2,2,no
2648,SC,Igual ou superior à média,408,no,no,Inferior à média,4,3,3,2,3,2,3,1,yes
2649,CO,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,4,3,2,4,2,3,0,no
2650,MN,Inferior à média,415,no,no,Inferior à média,3,3,2,2,2,2,2,0,no
2651,WY,Igual ou superior à média,415,no,no,Inferior à média,1,2,2,0,1,2,0,1,no
2652,FL,Igual ou superior à média,510,no,no,Inferior à média,3,2,3,1,3,2,2,1,no
2653,NY,Igual ou superior à média,415,no,no,Inferior à média,2,3,1,2,3,3,2,3,no
2654,OK,Igual ou superior à média,408,no,yes,Igual ou superior à média,0,2,3,2,2,2,3,1,no
2655,ME,Inferior à média,510,no,no,Inferior à média,2,1,2,2,3,1,1,0,no
2656,NE,Inferior à média,510,no,no,Inferior à média,3,1,1,0,1,3,2,1,no
2657,OH,Inferior à média,415,no,no,Inferior à média,3,3,3,2,1,1,2,0,no
2658,CT,Igual ou superior à média,415,no,no,Inferior à média,3,1,3,1,1,2,2,1,no
2659,DC,Igual ou superior à média,415,no,no,Inferior à média,3,1,2,3,0,2,3,2,no
2661,NJ,Inferior à média,415,no,no,Inferior à média,4,3,3,1,1,3,3,0,yes
2662,IA,Igual ou superior à média,415,no,no,Inferior à média,3,2,2,2,2,2,2,0,no
2663,VA,Inferior à média,415,yes,no,Inferior à média,1,2,4,2,1,0,3,2,yes
2665,NM,Igual ou superior à média,415,yes,yes,Igual ou superior à média,2,3,1,1,2,3,3,0,yes
2666,FL,Inferior à média,408,yes,no,Inferior à média,1,1,2,3,2,2,2,0,no
2667,RI,Igual ou superior à média,510,yes,no,Inferior à média,3,3,1,2,4,3,3,0,yes
2668,NJ,Igual ou superior à média,408,no,yes,Igual ou superior à média,2,1,2,4,1,2,2,1,no
2669,NE,Igual ou superior à média,408,no,yes,Igual ou superior à média,2,2,2,1,0,2,2,1,no
2671,WY,Igual ou superior à média,510,no,yes,Igual ou superior à média,3,2,1,3,2,1,2,2,no
2672,SC,Igual ou superior à média,408,no,no,Inferior à média,1,2,2,2,2,2,2,1,no
2673,MS,Inferior à média,415,yes,no,Inferior à média,4,3,1,2,3,1,2,4,yes
2674,ND,Igual ou superior à média,415,no,no,Inferior à média,3,2,3,2,2,1,1,1,yes
2675,IL,Inferior à média,415,no,no,Inferior à média,1,3,2,3,2,4,3,2,no
2676,OR,Inferior à média,415,no,no,Inferior à média,2,2,1,2,3,3,1,3,no
2677,UT,Igual ou superior à média,510,no,no,Inferior à média,2,2,3,2,2,0,3,3,no
2678,IA,Inferior à média,415,no,no,Inferior à média,4,4,1,2,2,1,1,0,yes
2679,ME,Inferior à média,510,no,no,Inferior à média,3,1,2,3,2,1,3,2,no
2680,WY,Igual ou superior à média,408,no,no,Inferior à média,3,1,1,2,3,2,0,0,no
2681,WI,Igual ou superior à média,510,no,yes,Igual ou superior à média,2,0,3,1,1,1,1,0,no
2682,SC,Igual ou superior à média,415,no,no,Inferior à média,1,3,2,1,2,1,3,3,yes
2683,DC,Inferior à média,510,yes,no,Inferior à média,1,1,1,2,0,2,3,0,no
2684,CT,Inferior à média,415,no,no,Inferior à média,3,1,1,3,2,1,3,1,no
2685,OR,Inferior à média,415,no,no,Inferior à média,2,2,2,2,2,2,2,2,no
2686,OR,Inferior à média,510,no,no,Inferior à média,3,2,1,3,1,1,3,0,no
2687,NV,Inferior à média,415,no,yes,Igual ou superior à média,2,2,3,1,1,3,2,0,no
2688,MN,Igual ou superior à média,415,yes,yes,Igual ou superior à média,3,1,1,2,3,3,4,2,yes
2689,OK,Igual ou superior à média,408,no,no,Inferior à média,2,3,4,3,1,3,2,0,no
2690,KS,Inferior à média,415,no,no,Inferior à média,2,1,1,1,2,4,4,3,no
2691,RI,Inferior à média,415,no,no,Inferior à média,3,2,2,2,3,2,1,2,no
2692,DC,Igual ou superior à média,415,no,no,Inferior à média,2,2,2,3,3,3,2,1,no
2693,IL,Igual ou superior à média,408,yes,no,Inferior à média,3,1,2,3,2,2,2,1,no
2694,UT,Igual ou superior à média,510,no,no,Inferior à média,2,2,3,2,1,2,1,0,no
2695,MN,Igual ou superior à média,415,no,no,Inferior à média,3,1,3,1,2,1,2,0,yes
2696,WI,Inferior à média,408,no,no,Inferior à média,2,3,1,2,1,1,2,2,no
2697,MI,Inferior à média,415,no,no,Inferior à média,4,1,2,2,3,3,3,1,yes
2698,MI,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,1,4,1,1,3,3,1,no
2699,MA,Igual ou superior à média,415,no,no,Inferior à média,2,1,3,3,2,1,3,1,no
2700,AL,Igual ou superior à média,510,no,no,Inferior à média,1,2,2,2,1,2,2,1,no
2701,SC,Igual ou superior à média,510,no,no,Inferior à média,3,3,2,2,2,1,1,1,yes
2702,WI,Inferior à média,415,yes,no,Inferior à média,2,1,2,1,3,2,1,0,no
2703,VT,Igual ou superior à média,510,no,yes,Igual ou superior à média,3,2,0,1,1,4,1,1,no
2705,OR,Inferior à média,510,no,no,Inferior à média,1,3,1,2,2,2,2,0,no
2706,HI,Igual ou superior à média,415,no,no,Inferior à média,3,1,3,3,1,1,2,2,no
2707,WV,Igual ou superior à média,415,no,no,Inferior à média,2,3,2,1,1,3,3,0,no
2708,RI,Inferior à média,408,no,no,Inferior à média,0,2,2,1,1,2,2,0,no
2709,MI,Igual ou superior à média,408,no,no,Inferior à média,4,2,3,3,2,1,2,0,yes
2710,ME,Igual ou superior à média,415,no,yes,Igual ou superior à média,0,0,1,2,1,2,2,0,no
2711,WV,Inferior à média,510,no,no,Inferior à média,3,1,3,3,2,2,3,1,yes
2712,NE,Igual ou superior à média,510,no,no,Inferior à média,2,3,3,3,2,2,2,0,no
2713,DC,Igual ou superior à média,415,no,no,Inferior à média,1,2,3,3,2,1,2,0,no
2714,NH,Igual ou superior à média,408,no,yes,Igual ou superior à média,2,4,2,2,1,2,1,0,no
2715,MD,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,3,2,0,1,2,4,2,no
2716,NH,Inferior à média,408,no,yes,Igual ou superior à média,4,2,2,2,4,1,1,3,no
2718,IL,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,2,1,3,3,3,0,2,no
2719,OK,Inferior à média,510,no,no,Inferior à média,2,3,2,1,2,3,3,0,no
2720,NH,Igual ou superior à média,415,no,yes,Igual ou superior à média,2,2,2,2,2,3,2,2,no
2721,MI,Igual ou superior à média,415,no,no,Inferior à média,2,2,0,2,4,1,2,0,no
2722,ND,Inferior à média,415,no,no,Inferior à média,4,3,1,2,1,2,2,2,no
